featureID,CDMM_A,CDMM_B,CDMM_C,IEC_A,IEC_B,IEC_C
gene-CDR20291_0328,700.87,771.05,938.75,1218.78,1721.2,1466.4
gene-CDR20291_0329,37662.85,37438.88,41574.57,6572.98,6884.91,6410.49
gene-CDR20291_0330,15027.73,15237.3,17439.79,1967.61,2510.41,2359.6
gene-CDR20291_0331,5657.66,7061.9,8613.03,530.2,902.82,909.1
gene-CDR20291_0332,12620.29,13206.1,16311.76,1377.08,1514.33,1361.84
gene-CDR20291_0333,5985.6,6508.44,7003.6,6315.31,7047.7,6084.48
gene-CDR20291_0334,3925.18,3907.31,4465.5,4587.5,4805.83,4444.74
gene-CDR20291_0335,2636.25,2681.73,3064.44,2972.49,3498.57,3205.81
gene-CDR20291_0336,3795.97,3972.01,4423.73,4482.65,5180.26,4681.24
gene-CDR20291_0338,32551.06,35461.06,36737.05,29683.95,44673.99,37544.48
gene-CDR20291_0339,451.73,415.99,400.04,651.51,700.86,692.7
gene-CDR20291_0340,152.5,161.93,165.16,132.95,178.01,194.37
gene-CDR20291_0341,532.86,503.06,509.21,794.1,1057.08,935.7
gene-CDR20291_0342,426.02,449.27,450.22,678.6,963.86,853.71
gene-CDR20291_0343,155.49,179.36,209.27,265.83,347.45,303.42
gene-CDR20291_0344,188.45,240.36,238.7,225.84,436.29,377.74
gene-CDR20291_0345,8151.45,8386.36,9830,13987.83,18476.66,16211.9
gene-CDR20291_0346,1115.32,1172.01,1155.2,1576.5,2240.05,1863.46
gene-CDR20291_0347,43.67,55.31,67.89,57.27,84.7,60.71
gene-CDR20291_0348,64.81,64.26,74.97,187.32,272.78,289.41
gene-CDR20291_0349,225.23,246.64,279.4,686.06,838.46,805.58
gene-CDR20291_0350,2670.13,2798.34,2835.47,4829.54,5847.05,5215.91
gene-CDR20291_0351,474.53,541.02,544.48,1309.71,1550.53,1367.52
gene-CDR20291_0352,494.16,529.04,568.75,1060.24,1357.88,1223.3
gene-CDR20291_0353,971.07,1073.96,1156.02,2022.25,2480.56,2250.76
gene-CDR20291_0354,8169.93,8746.14,8592.43,7396.85,9366.72,8251.84
gene-CDR20291_0355,6586.06,7356.6,7004.18,5508.09,7298.97,6552.66
gene-CDR20291_0356,186.6,226.69,195.9,368.14,522.06,528.45
gene-CDR20291_0357,183.09,197.43,190.43,410.8,528.61,414.49
gene-CDR20291_0358,172.99,223.09,185.13,236.1,333.23,322.28
gene-CDR20291_0359,591.46,646.83,656.39,1450,1785.12,1642.61
gene-CDR20291_0360,348.42,376.61,372.55,866.79,933.21,856.88
gene-CDR20291_0361,49.89,75.36,73.68,156.17,201.8,176.06
gene-CDR20291_0362,1231.51,1435.37,1360.8,1249.23,1620,1367.59
gene-CDR20291_0363,14607.54,15481.3,17204.05,18792.17,27887.76,24316.83
gene-CDR20291_0364,7644.47,7707.73,8273.62,8508.08,11680.28,10292.48
gene-CDR20291_0365,93052.3,88613.52,98712.81,176947.61,231035.36,201957.38
gene-CDR20291_0366,29516.45,30812.29,28301.24,76646.41,91978.8,83067.69
gene-CDR20291_0367,12162.04,12128.45,12060.29,36437.33,37623.68,34457.3
gene-CDR20291_0368,28218.67,28582.96,27484.02,92930.31,111771.37,100031.05
gene-CDR20291_0369,32939.02,34879.37,32202.05,118834.1,149017.41,132214.48
gene-CDR20291_0370,38574.12,35971.93,37538.99,149597.95,163388.22,142901.94
gene-CDR20291_0371,40226.75,38446.68,42189.8,162293.92,197432.66,167955.31
gene-CDR20291_0372,54208.91,49383.82,54938.51,227817.25,253329.19,207180.34
gene-CDR20291_0373,4653.79,5274,4995.35,2903.86,4025.76,3778.68
gene-CDR20291_0374,89108.41,88848.39,98165.41,133804.69,146918.25,134577.78
gene-CDR20291_0375,174.64,202.56,241.73,218.26,236.1,210.71
gene-CDR20291_0376,379.1,403.13,456.14,539.24,568.91,534.11
gene-CDR20291_0377,3067.31,3248.17,3583.51,4138.83,4548.78,3998.14
gene-CDR20291_0378,2153.34,2110.35,2533.16,2655.69,2997.25,2599.29
gene-CDR20291_0379,443.97,463.02,610.78,455.64,482.2,451.85
gene-CDR20291_0380,179.19,181.84,204.02,166.28,221.59,209.17
gene-CDR20291_0381,675.44,685.16,879.35,2128.43,3379.83,2976.1
gene-CDR20291_0382,676.88,714.03,709.41,1059.77,1314.24,1234.41
gene-CDR20291_0383,264.4,277.99,250.23,425.36,535.64,432.76
gene-CDR20291_0384,477.34,568.31,556.93,883.4,996.19,871.68
gene-CDR20291_0385,27.21,17,13.72,81.29,80.21,73.34
gene-CDR20291_0386,4.06,6.39,10.35,23.12,26.93,27.37
gene-CDR20291_0387,39.81,57,45.31,157.9,226.84,162.68
gene-CDR20291_0388,5.1,5.77,3.33,9.87,11.68,9.86
gene-CDR20291_0389,66.72,75.06,85.18,95.52,117.65,124.39
gene-CDR20291_0390,22.51,24.8,23.03,43.66,71.86,52.96
gene-CDR20291_0391,13.79,16.97,19.64,48.39,47.08,39.39
gene-CDR20291_0392,60.63,66.66,62.89,141.85,200.61,180.76
gene-CDR20291_0393,5.79,13.55,20.1,35.86,42.7,40.25
gene-CDR20291_0394,223.43,293.05,310.41,321.61,368.67,343.45
gene-CDR20291_0395,250.48,284.2,259.52,382.33,467.34,402.57
gene-CDR20291_0396,550.56,618.45,667.33,1377.32,1587.51,1434.17
gene-CDR20291_0397,222.44,189.28,225.9,388.52,451.31,467.3
gene-CDR20291_0398,3.54,5.65,5.7,12.59,25.72,19.28
gene-CDR20291_0399,88.03,87.28,78.62,157.62,232.39,221.62
gene-CDR20291_0400,173.28,190.04,185.68,302.46,305.06,275.6
gene-CDR20291_0401,965.58,1030.33,1100.47,1832.31,2464.5,2146.38
gene-CDR20291_0402,2253.83,2261.41,2426.76,2729.25,3347.53,3046.07
gene-CDR20291_0403,1397.55,1506.38,1561.77,1839.26,2072.17,1813.31
gene-CDR20291_0404,674.95,769.14,732.68,805.25,921.74,814.59
gene-CDR20291_0405,1268.8,1406.36,1429.89,1581.51,1682.54,1510.34
gene-CDR20291_0406,409.92,513.26,561.34,700.62,1001.73,937.77
gene-CDR20291_0407,529.39,696.78,783.59,511.61,839.52,805.38
gene-CDR20291_0408,2457.3,2837.35,2927.39,3024.9,4203.07,3643.99
gene-CDR20291_0409,20.75,28.12,17.41,31.92,42.51,39
gene-CDR20291_0410,78.37,81.46,109.94,127.54,182.73,167.49
gene-CDR20291_0411,352.84,433.49,449.21,574.13,903.46,885.5
gene-CDR20291_0412,1947.57,2356.52,2350.93,5480.1,7759.79,7147.67
gene-CDR20291_0413,463.74,457.69,452.66,1525.21,1791.17,1709.07
gene-CDR20291_0414,128.57,120.04,192.68,244.96,248.31,214.31
gene-CDR20291_0415,310.23,355.88,410.65,373.31,446.15,365.78
gene-CDR20291_0416,554.4,581.54,603.88,661.14,783.04,683.9
gene-CDR20291_0417,380.17,422.75,479.57,362.61,613.6,504.05
gene-CDR20291_0418,127.68,157.57,135.03,151.73,200.48,187.18
gene-CDR20291_0419,99.87,114.42,137.44,179.8,189,177.58
gene-CDR20291_0420,96.93,95.97,125.14,216.32,260.53,201.36
gene-CDR20291_0421,244.6,247.5,305.69,419.08,529.07,501.99
gene-CDR20291_0422,202.27,198.75,224.23,464.49,500.25,466.66
gene-CDR20291_0423,416.43,417.2,449.94,1027.9,1158.18,1011.65
gene-CDR20291_0424,1002.46,951.76,1112.92,2414.49,2701.49,2385.53
gene-CDR20291_0425,207.69,204.57,225.29,381.11,556.67,481.69
gene-CDR20291_0426,16.2,19.2,21.62,64.52,66.98,62.03
gene-CDR20291_0427,124.63,111.32,130.63,211.14,268.44,256.82
gene-CDR20291_0428,202.25,243.7,232.29,340.88,510.15,449.94
gene-CDR20291_0429,73.37,108.33,104.8,204.21,269.49,255.06
gene-CDR20291_0430,3482.5,3605.48,3623.88,3749.46,4907.7,4580.78
gene-CDR20291_0431,192.86,222.3,255.26,482.06,638.61,596.25
gene-CDR20291_0432,16393.54,14654.53,17616.71,10249.87,13567.85,11869.52
gene-CDR20291_0433,113.9,103.9,122.13,204.54,240.97,203.62
gene-CDR20291_0434,49.28,24.7,44.93,93.34,98.96,97.44
gene-CDR20291_0435,133.64,142.51,151.3,266.64,320.83,280.89
gene-CDR20291_0436,140.87,132.17,160.9,359.05,410.3,348.66
gene-CDR20291_0437,141.25,109.46,141.77,297.01,354.97,328.54
gene-CDR20291_0438,96.4,113.15,104.57,213.11,274.54,230.56
gene-CDR20291_0439,87.92,113.53,82.27,218.5,274.42,231.24
gene-CDR20291_0440,1821.11,1993.19,2367.71,2986.62,4013.96,3752.07
gene-CDR20291_0441,2339.06,2463.61,3063.91,4233.91,5679.98,4787.11
gene-CDR20291_0442,2229.9,2660.22,2800.6,3870.78,4642.84,4351.07
gene-CDR20291_0443,642.25,752.28,701.1,1409.15,1677.93,1427.12
gene-CDR20291_0444,446.72,558.23,516.21,950.3,1235.74,1082.62
gene-CDR20291_0445,22423.33,25394.59,25578.22,53600.19,65742.48,60430.59
gene-CDR20291_0446,1847.2,2132.83,2200.83,4649.62,5429.71,5078.99
gene-CDR20291_0447,1638.61,1584.12,1931.42,4908.56,5315.1,4937.38
gene-CDR20291_0448,1205.56,1462.01,1655.51,1755.86,2206.43,1997.1
gene-CDR20291_0449,759.95,892.84,1125.66,1783.9,2186.27,1990.59
gene-CDR20291_0450,191.07,181.52,213,825.46,965.26,912.44
gene-CDR20291_0451,250.13,276.85,312.27,1129.92,1512.71,1234.2
gene-CDR20291_0452,11.36,14.08,23.4,47.23,53.46,70.9
gene-CDR20291_0453,572.57,660.91,669.38,2730.15,3501.42,2988.4
gene-CDR20291_0454,117.61,134.46,147.64,655.04,941.98,822.54
gene-CDR20291_0455,40.31,43.91,52.84,927,1094.32,1040.16
gene-CDR20291_0456,66.51,81.1,96.04,75.08,110.79,77.94
gene-CDR20291_0457,38.86,38.37,43.91,62.96,55.8,60.33
gene-CDR20291_0458,230.39,295.8,297.31,296.61,361.11,320.25
gene-CDR20291_0459,286.87,310.55,337.69,444.72,460.44,406.07
gene-CDR20291_0460,329.58,350.47,377.58,460.79,541.53,424.05
gene-CDR20291_0461,395.29,420.12,515.62,519.13,636.41,539.95
gene-CDR20291_0462,1109.87,1200.39,1341.31,1460.88,1680.55,1537.17
gene-CDR20291_0463,1307.75,1439.74,1699.42,2159.92,2421.02,2027.42
gene-CDR20291_0464,927.63,969.42,1215.43,1521.53,1727.86,1589.94
gene-CDR20291_0465,160.03,199.28,228.46,253.84,290.85,286.51
gene-CDR20291_0466,239.3,272.74,329.33,377.85,540.26,513.19
gene-CDR20291_0467,166.1,198.24,232.24,378.38,469.14,429.36
gene-CDR20291_0468,111.17,121.18,130.23,303.9,410.9,338.49
gene-CDR20291_0469,4144.48,4250.92,4652.42,7073.56,9011.39,8117.26
gene-CDR20291_0470,5105.28,5107.75,5813.95,8212.44,12385.27,10694.15
gene-CDR20291_0471,1918.47,1814.38,2179.74,3222.62,4565.74,3765.42
gene-CDR20291_0472,524.56,496.85,544.11,1715,1712.35,1631.91
gene-CDR20291_0473,3617.79,3842.28,4276.6,9726.44,12338,11299.72
gene-CDR20291_0474,3674.26,3497.74,3907.9,14327.48,15712.05,14300.88
gene-CDR20291_0475,512.87,552.88,529.24,1567.84,1930.36,1622.32
gene-CDR20291_0476,161.69,209.74,247.36,261.51,348.14,317.97
gene-CDR20291_0477,15.87,18.2,19.43,39.79,42.32,50.64
gene-CDR20291_0478,512.32,528.94,539.68,558.25,579.03,524.4
gene-CDR20291_0479,1227.19,1296.6,1278.57,1342.53,1595.5,1393.74
gene-CDR20291_0480,940.24,979.77,979.74,803.83,1019.54,935.48
gene-CDR20291_0481,577.74,614.7,633.03,599.27,623.7,572.3
gene-CDR20291_0482,1973.95,2146.46,2287.99,1754.52,2077.82,1877.26
gene-CDR20291_0483,1791.72,1994.54,1938.77,2279.75,2453.64,2154.04
gene-CDR20291_0484,2747.23,2915.24,2935.16,4814.67,5781.17,5029.34
gene-CDR20291_0485,6997.28,7494.5,7345.92,5818.04,6790.74,5827.97
gene-CDR20291_0486,7155.22,7676.19,6978.29,6417.79,7947.02,7316.83
gene-CDR20291_0487,344.8,514.5,528.61,529.02,733.8,739.39
gene-CDR20291_0488,820.17,881.45,926.99,1742.79,2102.64,1946.32
gene-CDR20291_0489,3800.65,3830.48,4194.29,8409.13,9882.82,8854.61
gene-CDR20291_0490,6768.94,6797.14,6586.77,4245.56,5014.13,4275.53
gene-CDR20291_0491,3516.27,3584.8,3696.81,3646.4,3801.05,3400.28
gene-CDR20291_0492,3354.92,3503.64,3753.57,3929.39,4186.63,3801.78
gene-CDR20291_0493,1754.44,1773.26,1666.7,1291.77,1359.89,1242.86
gene-CDR20291_0494,2529.61,2661.2,2643.13,1222.46,1501.93,1414.07
gene-CDR20291_0495,101.51,104.99,114.36,95.81,121.47,79.08
gene-CDR20291_0496,69.81,93.61,111.14,86.77,144.92,115.72
gene-CDR20291_0497,314.07,300.19,313.37,291.31,344.65,325.19
gene-CDR20291_0498,171632,160948.02,136540.16,67021.15,96105.65,85317.43
gene-CDR20291_0500,857.55,924,970.26,1095.88,1119.96,985.74
gene-CDR20291_0501,2999.32,3378.05,3947.39,5784.01,7977.73,7187.94
gene-CDR20291_0502,2645.18,2889.26,3187.86,8985.24,10485.27,9717.67
gene-CDR20291_0503,426.93,446.11,506.37,468.82,605.37,544.09
gene-CDR20291_0504,6118.17,6734.04,6398.8,4601.48,5027.28,4573.92
gene-CDR20291_0505,11240.78,14847.63,13807.91,7624.31,10502.64,9210.68
gene-CDR20291_0506,4833.5,6146.49,5812.93,3692.48,5188.46,4482.17
gene-CDR20291_0507,27847.54,27425.79,22276.52,35843.34,38439.77,32979.72
gene-CDR20291_0508,2695.85,2728.81,2770.01,16542.74,19430.41,17919.69
gene-CDR20291_0509,16153.94,15993.45,16845.76,96620.91,110347.6,101566.23
gene-CDR20291_0510,120.78,115.9,135.23,379.84,528.81,473.62
gene-CDR20291_0511,547.91,567.94,594.96,685.7,1042.15,912.1
gene-CDR20291_0512,205.05,217.04,221.46,184.66,336.6,261.51
gene-CDR20291_0513,337.11,350.77,338.59,370.74,388.22,391.7
gene-CDR20291_0515,1724.48,1768.27,2039.69,1838.92,2046.13,1883.12
gene-CDR20291_0516,34142.14,37277.34,37257.22,14784.43,21537.31,18975.1
gene-CDR20291_0517,2910.71,3095.64,3221.73,1382.74,1724,1532.69
gene-CDR20291_0518,351.84,464.49,396.97,1207.27,1769.9,1636.96
gene-CDR20291_0519,1310.9,1362,1429.82,3949.39,4423.01,4002.94
gene-CDR20291_0520,817.38,826.5,937.7,2428.63,2839.33,2547.13
gene-CDR20291_0521,391.11,477.5,486.65,336.95,411.22,349.67
gene-CDR20291_0522,519.61,690.53,679.08,518.44,641.63,512.25
gene-CDR20291_0523,1086.42,1206.25,1254.69,1031.21,1267.55,1131.86
gene-CDR20291_0524,409.82,398.03,423,707.8,821.27,764.19
gene-CDR20291_0525,1111.48,1212.05,1216.27,1192,1912.83,1569.92
gene-CDR20291_0526,773.32,620.78,692.68,937.18,1022.35,1007.81
gene-CDR20291_0527,518.33,544.75,564.44,690.8,770.8,655.95
gene-CDR20291_0528,478.18,554.09,633.31,928.83,899.91,904.74
gene-CDR20291_0530,1960.92,2171.96,2264.54,2525.48,2645.42,2339.24
gene-CDR20291_0531,144.41,170.95,163.88,185.66,184.55,182.17
gene-CDR20291_0532,684.76,712.07,752.98,679.93,856.33,749.63
gene-CDR20291_0533,696.15,905.65,991.5,999.71,1434.58,1220.5
gene-CDR20291_0534,1188.6,1673.7,1370.77,1091.6,1431.83,1164.18
gene-CDR20291_0535,369.06,427.4,404.68,714.26,993.35,928.7
gene-CDR20291_0536,109.94,122.28,102.45,234.53,298.61,274.39
gene-CDR20291_0537,161.05,290.12,307.67,294.61,713.97,790.77
gene-CDR20291_0538,1785.91,2303.09,2274.13,5113.57,6645.51,6047.35
gene-CDR20291_0539,228.43,295.56,288.46,564.63,651.97,598.77
gene-CDR20291_0540,34.31,36.17,40.51,116.59,168.18,172.13
gene-CDR20291_0541,2.88,14.15,7.36,4.81,9.54,11.61
gene-CDR20291_0542,9.46,10.03,15.01,11.53,28.62,25.37
gene-CDR20291_0543,43.98,46.71,64.58,38.64,40.81,33.67
gene-CDR20291_0544,1.42,0.18,2.36,1.33,3.03,2.13
gene-CDR20291_0545,7.57,7.74,12.63,13.63,27.98,29.91
gene-CDR20291_0546,76.66,110.26,96.48,207.91,273.78,251.57
gene-CDR20291_0547,169.63,198.99,191.83,396.48,540.57,512.72
gene-CDR20291_0548,42.12,34.2,63.38,80.24,116.08,98.48
gene-CDR20291_0549,8529.12,9802.35,11209.27,14437.47,15441.94,13459.09
gene-CDR20291_0550,25917.94,28103.74,33772.66,45048,54444.16,47107.01
gene-CDR20291_0551,10546.21,11733.47,14548.09,13220.32,16287.86,14444.74
gene-CDR20291_0552,936.04,1067.74,1095.71,953.77,1153.04,1052.07
gene-CDR20291_0553,390.21,453.24,513.69,632.33,916.55,895.35
gene-CDR20291_0554,130.61,167.7,175.17,209.55,307.81,287.85
gene-CDR20291_0555,415.28,482.02,468.42,527.48,664.47,657.21
gene-CDR20291_0556,208.39,204.88,253.2,295.62,356.39,320.87
gene-CDR20291_0557,352.9,392.65,388.01,540.44,604.73,627.61
gene-CDR20291_0558,160.83,184.59,199.56,265.23,357.79,317.04
gene-CDR20291_0559,207.32,219.72,234.89,283.53,383.77,333.45
gene-CDR20291_0560,131.02,190.26,187.11,175.74,274.51,268.81
gene-CDR20291_0561,1114.34,1267.24,1159.6,733.86,1003.97,878.2
gene-CDR20291_0562,96.55,80.97,76.77,123.62,137.96,122.6
gene-CDR20291_0563,75.24,101.77,102.59,163.74,184.74,172.11
gene-CDR20291_0564,52.74,57.95,66.63,95.51,114.96,87.55
gene-CDR20291_0565,250.27,244.08,288.18,333.02,395.26,362.81
gene-CDR20291_0566,394.97,455.68,460.98,462.18,610.56,528.81
gene-CDR20291_0567,350.05,354.32,425.99,510.85,555.86,503.75
gene-CDR20291_0568,258.9,269.37,335.05,350.3,440.41,383.89
gene-CDR20291_0569,3740.88,3922.29,3636.73,2399.55,2945.35,2461.54
gene-CDR20291_0570,3414.29,3432.49,3221.45,3787.74,4120.13,3477.21
gene-CDR20291_0571,112.42,120.59,76.61,242.86,318.88,252.36
gene-CDR20291_0572,143.49,149.4,132.15,228.67,289.3,297.73
gene-CDR20291_0573,150.86,160.75,158.41,259.13,325.71,317.54
gene-CDR20291_0574,160.23,183.34,161.99,194.26,264.77,220.11
gene-CDR20291_0575,299.09,344.27,375.52,452.9,599.02,528.17
gene-CDR20291_0576,344.71,394.21,475.43,421.48,737.3,695.46
gene-CDR20291_0577,359.94,289.32,330.66,263.75,285.24,265.12
gene-CDR20291_0578,54.84,69.36,62.75,231.13,310.48,250.11
gene-CDR20291_0579,61.91,59.55,80.55,276.37,360.53,322.57
gene-CDR20291_0580,236.66,243.1,312.63,153.42,241.77,220.89
gene-CDR20291_0581,0,0,0,0,0.05,0.5
gene-CDR20291_0582,686.14,735.45,799.37,1087.96,1220.67,1165.69
gene-CDR20291_0583,30.07,47.21,44.87,69.95,96.51,68.59
gene-CDR20291_0584,3643.4,4078.67,4395,8023.11,10487.98,9574.1
gene-CDR20291_0585,63.82,62.61,75.59,168.08,246.07,208.34
gene-CDR20291_0586,413.68,419.47,319.47,501.77,538.67,490.74
gene-CDR20291_0587,74.81,83.87,78.47,270.15,280.14,222.6
gene-CDR20291_0588,8.43,4.45,17.15,36.88,61.07,54.97
gene-CDR20291_0589,8.5,10.5,6.69,37.24,38.12,54.85
gene-CDR20291_0590,20.98,18.69,28.85,44.47,77.34,72.16
gene-CDR20291_0591,1179.36,1070.16,1157.2,1306.75,1358.7,1182.04
gene-CDR20291_0592,2388.18,2393.77,2551.1,2488.24,3267.82,2972.28
gene-CDR20291_0593,72.55,91.27,105.26,159.37,206.2,164.73
gene-CDR20291_0594,71.11,99.96,87.33,178.61,218.91,215.83
gene-CDR20291_0596,335.03,367.71,412.91,647.05,794.22,700.17
gene-CDR20291_0597,5.36,5.86,11.34,10.24,16.96,15.11
gene-CDR20291_0598,145.27,137.95,160.64,255.64,291.69,289.26
gene-CDR20291_0599,672.4,725.45,707.19,1030.54,1645.29,1479.49
gene-CDR20291_0600,200.34,213.31,212.09,443.63,590.42,530.01
gene-CDR20291_0601,99.36,104.92,96.56,139.21,192.89,155.29
gene-CDR20291_0602,32.32,59.55,49.67,103.22,110,91.47
gene-CDR20291_0603,210.01,207.59,210.44,334.1,388.4,360.12
gene-CDR20291_0604,85.02,86.33,96.82,85.09,114.14,127.72
gene-CDR20291_0605,260.19,261.69,251.56,799.34,901.01,907.43
gene-CDR20291_0606,113.68,156.2,175.27,447.96,548.62,461.08
gene-CDR20291_0607,276.63,257.98,295.95,697.76,807.8,711.27
gene-CDR20291_0608,345.22,352.4,360.33,789.41,958.44,850.69
gene-CDR20291_0609,850.53,978.3,1039.65,1981.89,2234.06,2080.09
gene-CDR20291_0610,120.94,141.57,118.23,327.77,550.82,480
gene-CDR20291_0611,8125.5,8593.72,9175.59,18488.02,20134.22,18396.51
gene-CDR20291_0612,10792.13,11751.95,12514.51,14053.9,15338.54,13930.28
gene-CDR20291_0613,23978.85,26462.13,28455.93,28442.27,33671.27,31562.98
gene-CDR20291_0614,90.82,90.06,106.76,251.4,239.39,194.04
gene-CDR20291_0615,1070.46,1075.33,1091.84,1537.36,1782.61,1642.59
gene-CDR20291_0616,158.66,152.67,203.82,285.67,309.48,308.63
gene-CDR20291_0617,118.46,120.7,117.09,155.35,200.44,173.45
gene-CDR20291_0618,1606.17,1760.6,1730.99,1453.39,2031.85,1820.22
gene-CDR20291_0619,358.64,402.64,332.17,319.78,519.23,429.52
gene-CDR20291_0620,665.37,687.66,752.89,854.1,1079.87,910.72
gene-CDR20291_0621,436.73,492.81,476.11,434.14,639.62,533.06
gene-CDR20291_0622,2224.64,2564.1,2467.76,4046.51,4594.71,3967.44
gene-CDR20291_0623,1110.5,1048.81,1142.38,2064.07,2230.18,1958.4
gene-CDR20291_0624,274.53,294.6,361.06,648.57,700.48,640.88
gene-CDR20291_0625,6965.92,7464.24,7439.58,6968.94,8081.92,7218.36
gene-CDR20291_0626,21465.96,22946.63,25854.69,24148.98,28644.81,25707.15
gene-CDR20291_0627,8552.17,8681.83,9902.81,9538.36,11510.25,10078.19
gene-CDR20291_0628,67.75,53.91,71.04,136.11,181.4,124.74
gene-CDR20291_0629,2876.91,2907.05,3280.44,4045.22,4723.25,4376.85
gene-CDR20291_0630,2104.87,2151.45,2185.64,2887.7,3190.11,3001.92
gene-CDR20291_0631,325.05,285.36,325.05,438.48,468.2,453.97
gene-CDR20291_0632,3480.46,3682.42,3590.74,4290.32,5516.54,4803.78
gene-CDR20291_0633,6134.57,6790.59,8865.3,11732.99,14421.38,12890.1
gene-CDR20291_0634,84621.71,88073.87,93873.2,123752.34,155865.39,135577.02
gene-CDR20291_0635,10768.16,11424.35,12518.04,6432.62,7630.75,6912.52
gene-CDR20291_0636,899.59,987.73,1182.35,815,833.27,744.11
gene-CDR20291_0637,13936.77,14840.7,16744.18,14335.74,16558.26,14265.8
gene-CDR20291_0638,1362.11,1885.01,2132.13,1239.39,1933.59,1687.71
gene-CDR20291_0639,3600.02,3890.23,4301.55,4078.83,5288.73,4840.41
gene-CDR20291_0640,3299.69,3360.23,3783.24,3980.46,4314.5,3839.88
gene-CDR20291_0642,6121.43,5945.56,6294.24,3738.91,4784.43,4319.06
gene-CDR20291_0643,22689.92,22907.47,26134.24,45662.57,62868.63,59398.25
gene-CDR20291_0644,6784.8,6353.52,8082.83,11057.23,14453.76,13417.24
gene-CDR20291_0645,47442.77,48547.94,54331.65,77872.7,93056.97,84511.34
gene-CDR20291_0646,2268.6,2249.33,2800.76,4388.81,4351.05,4249.32
gene-CDR20291_0647,3719.54,3687.81,4399.73,6452.82,7024.54,6684.6
gene-CDR20291_0648,4303.27,4040.34,4821.21,8096.07,9044.07,8539.41
gene-CDR20291_0649,3387.96,3357.31,4126.83,6999.55,7188.06,6935.99
gene-CDR20291_0650,5105.65,5345.22,6416.5,11017.37,12171.97,11456.48
gene-CDR20291_0651,1975.83,1665.25,2259.78,4865.64,4694.04,4746.8
gene-CDR20291_0652,5388.29,5068.39,6326.32,13417.66,13090.12,12273.51
gene-CDR20291_0653,6572.52,6912.31,7944.4,19551.53,22186.62,20857.22
gene-CDR20291_0654,9671.07,10578.15,12057.16,23152.03,28167.61,26639.41
gene-CDR20291_0655,26511.07,26246.51,31483.94,54735.11,68355.7,65116.62
gene-CDR20291_0656,5008.63,4328.49,5018.76,9590.3,11582.45,10987.52
gene-CDR20291_0657,2692.36,2428.29,3089.39,2704.81,3262.44,2900.61
gene-CDR20291_0658,1827.3,1809.25,2097.89,1531.06,1920.48,1740.31
gene-CDR20291_0659,1053.6,1064.39,1241.31,996.77,1195.24,1112.01
gene-CDR20291_0660,770.07,706.96,857.69,845.92,872.94,845.71
gene-CDR20291_0661,1654.93,1380.13,1526.9,1598.51,1689.54,1506.67
gene-CDR20291_0662,8912.09,8523.76,8289.3,7286.53,8893.69,7891.99
gene-CDR20291_0663,6108.25,5653.63,5678.53,5837.16,6784.83,6169.58
gene-CDR20291_0664,445.35,467.68,491.66,504.24,707.66,715.42
gene-CDR20291_0665,172.82,203.05,220.16,383.2,769.56,772.1
gene-CDR20291_0666,155.25,113.95,171.68,711.25,739.58,709.89
gene-CDR20291_0668,41.5,54.37,46.71,152.53,184.78,154.05
gene-CDR20291_0669,52.01,58.53,56.67,91.15,178.1,148.02
gene-CDR20291_0670,169.8,206.34,197.67,474.19,732.08,641.87
gene-CDR20291_0671,384.89,473.45,482.98,734.88,814.99,744.94
gene-CDR20291_0672,840.48,883.16,939.79,1591.16,1884.56,1607.94
gene-CDR20291_0673,510.68,450.72,574.34,823.56,932.75,817.86
gene-CDR20291_0674,118.46,134.58,153.08,79.64,114.03,115.76
